"","Customer_ID","Recency","Frequency","Count_of_transactions","Total_Amount","DPR","Age","Avg_Amount","CSI","months_inactive","CLV"
"3322","15701",108,3,4,1529,193,110,382.25,"5",0.0157265890344493,78.6535791185056
"3323","15702",206,1,2,140.39,30,682,70.195,"2",0.236733716475096,6.3302513498374
"3324","15703",0,0,1,211.5,5,264,211.5,"3",0,22.4983093073663
"3325","15704",443,4,5,3734.66,129,583,746.932,"6",0.0727422003284072,212.001173038816
"3326","15705",0,0,1,143.1,6,201,143.1,"3",0,11.4588921163953
"3327","15706",53,3,4,1060.56,50,116,265.14,"2",0.0327160493827161,59.6412911450558
"3328","15707",51,3,4,916.98,126,86,229.245,"3",0.00834014161220044,47.0302363147436
"3329","15708",385,8,9,3887.15,135,425,431.905555555556,"4",0.0381944444444444,95.3146191313887
"3330","15709",306,1,2,327.85,26,589,163.925,"3",0.392361111111111,16.9158360239564
"3331","15710",0,0,1,898.87,110,417,898.87,"4",0,81.8310959709749
"3332","15711",128,1,2,420.25,25,684,210.125,"3",0.177719907407407,32.3905971214031
"3333","15712",729,11,12,3472.41,86,738,289.3675,"4",0.147272727272727,89.8412852652196
"3334","15713",580,3,4,839.64,48,723,209.91,"5",0.379057734204793,68.0720682086948
"3335","15714",544,4,5,783.96,45,555,156.792,"3",0.385845153664303,49.7548778142368
"3336","15715",64,2,3,658.02,33,619,219.34,"2",0.0576576576576577,20.5755044646885
"3337","15716",587,10,11,2485.26,188,732,225.932727272727,"3",0.0686500974658869,83.1900609579907
"3338","15717",358,4,5,607,17,592,121.4,"2",0.518840579710145,18.0874613606264
"3339","15718",0,0,1,293.79,18,540,293.79,"3",0,11.5236628033849
"3340","15719",706,30,31,10195.9699999999,449,738,328.902258064514,"4",0.0133031844733371,730.364478545783
"3341","15720",526,1,2,739.22,152,550,369.61,"4",0.115360014619883,30.3147873544249
"3342","15721",0,0,1,471.4,80,11,471.4,"3",0,28.2828556519227
"3343","15722",605,8,9,5234,91,640,581.555555555556,"5",0.113935969868173,362.837835549864
"3344","15723",210,3,4,930.700000000001,108,574,232.675,"4",0.0573884335154827,59.118956629155
"3345","15724",199,2,3,310.85,17,400,103.616666666667,"1",0.414496527777778,13.7780539170703
"3346","15725",0,0,1,415.25,32,15,415.25,"5",0,14.5292316900045
"3347","15726",0,0,1,321.91,23,390,321.91,"4",0,10.9713402254556
"3348","15727",668,13,14,9371.70999999999,426,684,669.407857142856,"5",0.0325536062378168,432.606566868353
"3349","15728",65,1,2,544.6,10,444,272.3,"3",0.19709595959596,29.6642279447505
"3350","15729",191,2,3,192.55,10,403,64.1833333333333,"1",0.636527777777778,8.34637673239403
"3351","15730",366,4,5,1726.58,102,431,345.316,"4",0.110909090909091,30.1158512661707
"3352","15731",0,0,1,125.3,8,553,125.3,"2",0,2.9454932371997
"3353","15732",461,8,9,1543.97,53,673,171.552222222222,"3",0.156788548752834,59.3307583016356
"3354","15733",0,0,1,162.3,10,282,162.3,"2",0,9.03510610125261
"3355","15734",433,3,4,2263.3,36,547,565.825,"5",0.343650793650794,123.221855236118
"3356","15735",0,0,1,327.68,19,421,327.68,"4",0,18.3109550553138
"3357","15736",0,0,1,1767.12,95,435,1767.12,"4",0,73.5214760716574
"3358","15737",228,6,7,1188.12,60,242,169.731428571429,"3",0.10859126984127,11.0191369985269
"3359","15738",711,36,37,13043.32,70,729,352.522162162162,"4",0.0492723492723493,250.071770779028
"3360","15739",0,0,1,449.12,8,66,449.12,"3",0,24.083893419843
"3361","15740",0,0,1,154.88,9,49,154.88,"2",0,7.77554706807105
"3362","15741",160,1,2,208.62,11,618,104.31,"2",0.484848484848485,10.824191362
"3363","15742",0,0,1,156.87,41,619,156.87,"3",0,8.3244983025779
"3364","15743",168,3,4,775.96,59,184,193.99,"3",0.0658986928104575,11.7860292716041
"3365","15744",0,0,1,34.8,3,77,34.8,"3",0,0.6395528401244
"3366","15745",217,3,4,1094.59,57,236,273.6475,"2",0.118602003642987,70.5437841682725
"3367","15746",0,0,1,196.88,28,134,196.88,"1",0,4.94198922997797
"3368","15747",678,8,9,2499.81,116,690,277.756666666667,"4",0.105116279069767,156.523863086627
"3369","15748",409,1,2,609.81,34,449,304.905,"5",0.389523809523809,18.7501039453147
"3370","15749",97,1,2,44534.3,5,332,22267.15,"5",0.359104938271605,2758.16160396667
"3371","15750",736,16,17,6452.99099999998,389,738,379.587705882352,"4",0.0391281233386497,563.890459041769
"3372","15751",273,6,7,1380.44,90,733,197.205714285714,"3",0.0705318690783807,69.911854592888
"3373","15752",418,8,9,3924.91000000001,359,457,436.101111111112,"5",0.0238200379867047,173.181652243168
"3374","15753",0,0,1,79.2,1,304,79.2,"2",NA,NA
"3375","15754",604,8,9,3037.61,114,655,337.512222222222,"4",0.154861111111111,131.382318047942
"3376","15755",725,16,17,5993.11999999999,281,735,352.536470588235,"4",0.0653153153153153,463.915917150604
"3377","15756",188,3,4,528.01,160,249,132.0025,"2",0.0329824561403509,19.0396864433716
"3378","15757",482,5,6,2940.36,162,547,490.06,"4",0.0836805555555555,127.847253918701
"3379","15758",0,0,1,205.25,9,24,205.25,"2",0,12.0808240704214
"3380","15759",519,6,7,830.93,10,737,118.704285714286,"3",1.08116319444444,19.8046721973228
"3381","15761",0,0,1,143.05,5,442,143.05,"2",0,3.3311114143778
"3382","15762",12,1,2,583.75,37,77,291.875,"3",0.0111111111111111,38.6463511150142
"3383","15763",46,1,2,1086.92,58,77,543.46,"4",0.0255787037037037,68.2648358671104
"3384","15764",390,5,6,4503.08,187,478,750.513333333333,"5",0.0524193548387097,232.522440028767
"3385","15765",0,0,1,370.63,25,666,370.63,"2",0,22.8852018769701
"3386","15766",618,2,3,831.06,21,682,277.02,"6",0.823944444444444,34.9508398441253
"3387","15768",621,32,33,15308.89,437,736,463.905757575758,"4",0.0171488078799595,882.570876892082
"3388","15769",721,39,40,88612.52,26,728,2215.313,"4",0.108258258258258,6182.91094860792
"3389","15770",0,0,1,321.45,18,612,321.45,"3",0,6.36443879821458
"3390","15771",89,2,3,1006.54,26,693,335.513333333333,"4",0.109825102880658,40.6398204914187
"3391","15772",0,0,1,280.88,16,418,280.88,"3",0,7.33722800391606
"3392","15773",404,1,2,774.52,46,409,387.26,"5",0.292783816425121,25.0179406029033
"3393","15774",588,5,6,1288.34,88,656,214.723333333333,"4",0.17980377166157,73.9874242421212
"3394","15775",386,1,2,150.5,9,631,75.25,"4",1.60815972222222,2.90060624179901
"3395","15776",0,0,1,241.62,18,133,241.62,"3",0,16.1482840653978
"3396","15777",327,5,6,1762.61,29,568,293.768333333333,"3",0.286842105263158,122.976622397305
"3397","15778",0,0,1,307.95,17,431,307.95,"3",0,5.86656129256728
"3398","15779",69,1,2,124.08,8,532,62.04,"2",0.328571428571429,6.45335382073464
"3399","15780",174,2,3,475.28,26,357,158.426666666667,"3",0.207093253968254,2.49717948175544
"3400","15781",280,2,3,345.46,20,305,115.153333333333,"3",0.491228070175439,34.4945664799627
"3401","15782",421,3,4,4014.1,51,430,1003.525,"5",0.233912037037037,317.893724081905
"3402","15783",0,0,1,246.3,14,10,246.3,"2",0,14.2375279333133
"3403","15784",205,1,2,848.33,33,672,424.165,"5",0.162665343915344,52.2483102526189
"3404","15785",692,11,12,5969.93,102,724,497.494166666666,"5",0.10297619047619,519.073973332634
"3405","15786",490,3,4,8501.61999999999,358,536,2125.405,"4",0.0352011494252874,754.459555996507
"3406","15787",35,1,2,933.26,156,61,466.63,"4",0.00586962590731435,52.2395511830849
"3407","15788",0,0,1,221.83,14,508,221.83,"1",0,19.3501955367586
"3408","15789",265,4,5,1962.01,110,623,392.402,"4",0.0644768856447689,86.3360342369356
"3409","15790",0,0,1,218.75,34,10,218.75,"2",0,6.85908559743101
"3410","15791",598,4,5,3608.34,121,641,721.668,"5",0.120071954484605,226.560898096949
"3411","15792",219,1,2,933.84,57,618,466.92,"5",0.130381944444444,49.681373397123
"3412","15793",724,7,8,2399.57,12,738,299.94625,"4",0.832183908045977,166.593632009437
"3413","15794",1,1,2,777,15,737,388.5,"3",0.00238095238095238,26.9500040922516
"3414","15795",541,6,7,1979.87,111,690,282.838571428571,"4",0.138707264957265,80.8087426635716
"3415","15796",617,16,17,5171.63,138,618,304.213529411765,"4",0.0704385464231355,100.992712371529
"3416","15797",568,5,6,2821.08,12,681,470.18,"5",1.72108585858586,170.226525361018
"3417","15798",189,2,3,1535.37,73,681,511.79,"4",0.0768123306233062,106.131336834104
"3418","15799",343,3,4,1421.34,143,418,355.335,"4",0.0747276688453159,78.7801971059163
"3419","15800",511,3,4,1227.07,198,618,306.7675,"3",0.0737373737373737,3.90718860963803
"3420","15801",63,2,3,1063.95,61,109,354.65,"4",0.0333333333333333,71.1517290565646
"3421","15802",0,0,1,451.42,1,142,451.42,"5",NA,NA
"3422","15803",625,3,4,1929.66,48,676,482.415,"6",0.416638888888889,118.250775248036
"3423","15804",198,12,13,4206.39,170,198,323.568461538461,"3",0.0251961407972858,307.020532830427
"3424","15805",706,21,22,10148.93,337,729,461.315,"5",0.0445707070707071,522.518339645054
"3425","15806",230,2,3,784.58,24,276,261.526666666667,"4",0.255509259259259,45.4873644439612
"3426","15807",616,3,4,1817.52,85,666,454.38,"6",0.235999361430396,86.0748398874961
"3427","15808",432,20,21,17180.25,348,738,818.107142857145,"5",0.0186770428015564,1123.00586310048
"3428","15809",499,6,7,1274.44,51,535,182.062857142857,"3",0.291837231968811,48.3801643679633
"3429","15810",595,7,8,2999.04,89,673,374.88,"4",0.120193602693603,187.227459345837
"3430","15811",366,6,7,3486.15,205,388,498.021428571428,"5",0.0448529411764706,19.3345996295776
"3431","15812",617,11,12,5201.47,87,724,433.455833333333,"4",0.165849014336918,211.290872519443
"3432","15813",32,1,2,1303.91,40,239,651.955,"5",0.0273504273504274,87.6766914665717
"3433","15814",587,4,5,2634.44,83,603,526.888,"5",0.201732531500573,130.799534964863
"3434","15815",196,4,5,2100.6,33,259,420.12,"5",0.136082175925926,169.011081886256
"3435","15816",0,0,1,144.15,11,542,144.15,"2",0,8.71497249051803
"3436","15817",123,2,3,2766.4,133,543,922.133333333333,"5",0.0271523178807947,171.096374855211
"3437","15818",0,0,1,340.5,11,588,340.5,"4",0,8.46232017585636
"3438","15819",582,7,8,3934.79,182,631,491.84875,"5",0.0748981123981124,109.133829521417
"3439","15820",0,0,1,206.98,17,319,206.98,"2",0,9.33109607025204
"3440","15821",17,1,2,570.96,57,61,285.48,"3",0.0092896174863388,21.3473833449664
"3441","15822",730,5,6,1840.06,46,733,306.676666666667,"4",0.380208333333333,60.7637230455312
"3442","15823",359,2,3,3882.17,155,731,1294.05666666667,"5",0.0777056277056277,111.884467790498
"3443","15824",79,1,2,890.94,24,532,445.47,"4",0.105333333333333,41.2567889999441
"3444","15825",0,0,1,532.94,20,172,532.94,"4",0,39.5514408604055
"3445","15826",512,2,3,2598.28,100,568,866.093333333333,"5",0.144632768361582,96.7714145389577
"3446","15827",627,21,22,3603.14,124,700,163.779090909091,"3",0.096752829218107,132.390841111771
"3447","15828",0,0,1,1108.82,74,375,1108.82,"4",0,49.0219653999435
"3448","15829",41,1,2,636.14,44,140,318.07,"4",0.0273333333333333,6.82844192716432
"3449","15830",0,0,1,576,39,37,576,"4",0,30.1485186345432
"3450","15831",266,2,3,794.64,63,324,264.88,"5",0.136388888888889,30.5173348188541
"3451","15832",0,0,1,836.79,54,254,836.79,"4",0,30.6266905929958
"3452","15833",0,0,1,80.4,5,737,80.4,"2",0,1.72649341722676
"3453","15834",354,4,5,3764.39,333,424,752.877999999999,"5",0.0316353887399464,179.974182583843
"3454","15835",286,3,4,954.09,47,330,238.5225,"3",0.19452947845805,30.1443721344136
"3455","15836",0,0,1,137.37,10,50,137.37,"1",0,3.58613573746926
"3456","15837",421,1,2,777.01,52,485,388.505,"4",0.27516339869281,39.23650721795
"3457","15838",713,28,29,73205.4999999999,61,724,2524.32758620689,"5",0.115934959349593,1763.42674231894
"3458","15839",115,2,3,1048.49,56,148,349.496666666667,"4",0.0628642987249545,81.5088730836468
"3459","15840",114,1,2,355.56,26,172,177.78,"4",0.146153846153846,1.99589524753071
"3460","15841",657,8,9,2742.41,60,729,304.712222222222,"4",0.240644078144078,156.674732418851
"3461","15842",134,1,2,548.8,24,527,274.4,"4",0.186168981481481,25.2476560921404
"3462","15843",0,0,1,118.95,8,303,118.95,"2",0,13.2171684750659
"3463","15844",0,0,1,130.74,11,46,130.74,"2",0,3.66846130404059
"3464","15845",665,10,11,4426.28,129,682,402.389090909091,"4",0.128131021194605,248.715032856061
"3465","15846",0,0,1,107.01,27,385,107.01,"2",0,4.23019878964301
"3466","15847",603,4,5,822.57,39,641,164.514,"3",0.427659574468085,28.9668026111197
"3467","15848",0,0,1,137.99,34,621,137.99,"2",0,6.95923273119751
"3468","15850",707,5,6,1006.75,269,726,167.791666666667,"3",0.0760215053763441,9.835227057529
"3469","15851",0,0,1,109.73,8,526,109.73,"2",0,1.79214140323733
"3470","15852",340,2,3,257.26,31,526,85.7533333333333,"3",0.354166666666667,14.9769179549234
"3471","15853",0,0,1,110.8,29,51,110.8,"2",0,7.12494712442454
"3472","15854",725,18,19,5578.27999999999,168,729,293.593684210526,"4",0.0947712418300654,321.563721244775
"3473","15855",340,5,6,1052.72,72,476,175.453333333333,"2",0.120567375886525,39.6356081384143
"3474","15856",732,43,44,32275.9500000001,384,736,733.544318181821,"5",0.0221616712079927,537.938843098167
"3475","15857",412,1,2,570.48,21,430,285.24,"5",0.597161835748792,33.5841796705933
"3476","15858",714,12,13,3552.40999999999,273,729,273.262307692307,"2",0.0548387096774194,240.387235053507
"3477","15859",0,0,1,438.46,22,432,438.46,"4",0,20.8800844457693
"3478","15860",693,16,17,2361.3,249,733,138.9,"2",0.0675397985705003,159.297436323997
"3479","15861",668,9,10,4369.20000000001,452,680,436.920000000001,"4",0.028293096145701,355.583375208201
"3480","15862",714,9,10,2512.29,417,722,251.229,"3",0.047887323943662,135.41553190448
"3481","15863",697,4,5,355.1,74,722,71.02,"3",0.305701754385965,13.3388251169559
"3482","15864",359,6,7,2180.76,18,381,311.537142857143,"5",0.543939393939394,86.6638610521677
"3483","15865",663,4,5,2241.42,119,703,448.284,"5",0.176788888888889,41.1304165316684
"3484","15866",0,0,1,211.89,43,101,211.89,"2",0,18.0668071898642
"3485","15867",720,29,30,8923.29999999998,547,725,297.443333333333,"3",0.0235525024533857,30.9055178619006
"3486","15868",0,0,1,94.53,4,583,94.53,"2",0,3.72315139466871
"3487","15869",349,1,2,321.11,29,626,160.555,"4",0.352525252525253,3.88338745947108
"3488","15870",414,2,3,857.459999999999,127,446,285.82,"4",0.0971928794992175,6.8670202728307
"3489","15871",0,0,1,33.1,5,437,33.1,"2",0,1.93298836194787
"3490","15872",536,2,3,729.25,164,550,243.083333333333,"5",0.0955510992275698,41.114106360004
"3491","15873",1,1,2,313.92,3,500,156.96,"2",0.00666666666666667,18.1017441665497
"3492","15874",638,15,16,11284.76,262,701,705.2975,"5",0.0623615184099055,676.605252813691
"3493","15875",0,0,1,108.52,18,646,108.52,"1",0,6.55505778368576
"3494","15876",39,1,2,1449.14,11,448,724.57,"6",0.13,107.630821692303
"3495","15877",16,1,2,490.33,122,17,245.165,"2",0.00426666666666667,33.7910731215225
"3496","15878",172,1,2,330.77,47,733,165.385,"4",0.114638888888889,13.4461662322729
"3497","15879",318,3,4,1137.8,171,722,284.45,"4",0.059542759051186,30.9517745659098
"3498","15880",0,0,1,329.03,95,369,329.03,"3",0,12.1030316513722
"3499","15881",52,2,3,501.39,26,364,167.13,"2",0.0619047619047619,35.3698600484877
"3500","15882",531,5,6,1124.66,49,729,187.443333333333,"3",0.30514846743295,97.5564677094042
"3501","15883",31,1,2,396.48,42,33,198.24,"2",0.0215277777777778,12.5733525307148
"3502","15884",304,1,2,244.6,14,736,122.3,"3",0.779380341880342,18.0709541516845
"3503","15885",594,13,14,1936.82,82,687,138.344285714286,"1",0.175208947885939,106.356021502831
"3504","15886",538,2,3,1052.87,58,598,350.956666666667,"4",0.293989071038251,26.0186388954862
"3505","15887",149,2,3,1027.15,27,555,342.383333333333,"4",0.137962962962963,83.3801939747689
"3506","15888",446,2,3,429.16,33,526,143.053333333333,"4",0.391228070175439,20.6281617532681
"3507","15889",573,7,8,1427.6,256,729,178.45,"3",0.063662037037037,88.1663769420685
"3508","15890",210,2,3,535.65,10,604,178.55,"3",0.777932098765432,19.2559958224119
"3509","15891",0,0,1,511.68,60,226,511.68,"4",0,38.012431280663
"3510","15892",0,0,1,128.2,38,669,128.2,"2",0,9.0717250167242
"3511","15893",0,0,1,305.28,1,481,305.28,"4",NA,NA
"3512","15894",116,1,2,258.25,35,369,129.125,"2",0.107368827160494,17.4001600700157
"3513","15895",0,0,1,179.17,11,149,179.17,"2",0,4.56970400530889
"3514","15897",0,0,1,208.59,17,194,208.59,"1",0,9.23823443693944
"3515","15898",727,23,24,4996.44999999999,281,728,208.185416666666,"4",0.0392125134843581,255.629426458568
"3516","15899",0,0,1,56.25,4,368,56.25,"3",0,2.77357759589324
"3517","15900",539,3,4,886.57,100,562,221.6425,"4",0.143744444444444,52.3062561243436
"3518","15901",527,5,6,687.72,145,543,114.62,"3",0.107779481935924,31.4229585008935
"3519","15902",0,0,1,145.01,18,380,145.01,"2",0,8.50767166697701
"3520","15903",685,11,12,8939.84,58,694,744.986666666667,"5",0.198550724637681,371.194702774338
"3521","15904",0,0,1,164.68,30,8,164.68,"1",0,7.63082737057499
"3522","15905",0,0,1,114.69,22,543,114.69,"2",0,4.27745742779193
"3523","15906",431,7,8,2530.19,143,450,316.27375,"4",0.0718402777777778,92.3755995863599
"3524","15907",207,2,3,882.72,175,210,294.24,"4",0.0306728395061728,37.7506261175281
"3525","15908",22,1,2,758.62,37,512,379.31,"3",0.0188034188034188,36.9592517192217
"3526","15909",0,0,1,191.94,7,173,191.94,"2",0,11.6046083677691
"3527","15910",687,14,15,2661.17,394,687,177.411333333333,"3",0.0369951534733441,143.940355569159
"3528","15911",107,6,7,1700.24,162,730,242.891428571429,"3",0.0138780804150454,80.8649110692558
"3529","15912",551,5,6,1074.7,83,729,179.116666666667,"2",0.195375295508274,62.0341472835236
"3530","15913",0,0,1,6.3,1,534,6.3,"1",NA,NA
"3531","15914",0,0,1,205.99,13,378,205.99,"3",0,8.96046046812586
"3532","15915",0,0,1,364.45,105,401,364.45,"4",0,22.8611367846332
"3533","15916",713,11,12,3145.24,227,729,262.103333333333,"4",0.0779234972677596,195.282439696137
"3534","15917",490,3,4,530.17,127,737,132.5425,"4",0.11582939322301,30.0157546073235
"3535","15918",441,2,3,582.88,49,631,194.293333333333,"3",0.244976851851852,24.9938354941737
"3536","15919",349,1,2,525.689999999999,103,368,262.845,"6",0.0961432506887052,-0.806070849220759
"3537","15920",571,4,5,569.14,93,725,113.828,"3",0.179546645702306,1.15979409531987
"3538","15921",468,3,4,775.26,69,640,193.815,"4",0.199982193732194,47.4190544777208
"3539","15922",0,0,1,369.5,11,373,369.5,"4",0,15.6516388105364
"3540","15923",0,0,1,127.08,21,372,127.08,"2",0,4.7616751955479
"3541","15924",0,0,1,102.82,14,731,102.82,"2",0,6.4200131105737
"3542","15925",0,0,1,207.15,12,194,207.15,"3",0,3.17782398211603
"3543","15926",0,0,1,134.44,7,542,134.44,"2",0,3.01350470679646
"3544","15927",0,0,1,106.54,13,647,106.54,"2",0,4.639339561282
"3545","15928",0,0,1,293.53,11,656,293.53,"3",0,17.9407108834835
"3546","15929",0,0,1,594,1,644,594,"4",NA,NA
"3547","15930",0,0,1,426.63,21,67,426.63,"5",0,20.0620990359314
"3548","15931",0,0,1,239.9,14,428,239.9,"2",0,18.436021595493
"3549","15932",285,7,8,2495.87,93,289,311.98375,"3",0.0833333333333333,54.9976697734929
"3550","15933",65,2,3,1107.46,63,86,369.153333333333,"4",0.0296993911719939,71.2018123098354
"3551","15934",12,1,2,2190.66,29,429,1095.33,"5",0.0142857142857143,114.209375563141
"3552","15935",2,1,2,416.86,12,241,208.43,"2",0.00606060606060606,25.7469858813966
"3553","15936",88,1,2,282.79,16,467,141.395,"2",0.16304012345679,18.8738726569796
"3554","15937",0,0,1,145.35,7,64,145.35,"1",0,1.88961051224224
"3555","15938",444,8,9,734.81,27,556,81.6455555555555,"2",0.389473684210526,36.7908922310981
"3556","15939",285,14,15,9060.39,52,374,604.026,"5",0.0593663194444444,716.85404017551
"3557","15940",0,0,1,35.8,1,311,35.8,"2",NA,NA
"3558","15941",0,0,1,405,6,637,405,"3",0,28.9102894223029
"3559","15942",0,0,1,337.44,14,133,337.44,"3",0,17.5025445749417
"3560","15943",28,1,2,271.29,12,677,135.645,"2",0.0848484848484849,12.690025026583
"3561","15944",450,3,4,2164.24,25,726,541.06,"5",0.405405405405405,60.818940073979
"3562","15945",373,3,4,646.27,24,738,161.5675,"3",0.460493827160494,43.5018654602381
"3563","15946",131,1,2,2304.18,25,633,1152.09,"5",0.174611111111111,52.4687899152216
"3564","15947",0,0,1,1708.24,29,82,1708.24,"5",0,100.379529787622
"3565","15948",416,2,3,1509.09,63,424,503.03,"4",0.147532505910165,102.720238374959
"3566","15949",55,1,2,364.72,12,71,182.36,"2",0.101929012345679,28.7425092735008
"3567","15950",651,9,10,7120.91000000001,225,682,712.091000000001,"5",0.0553571428571429,220.044202617522
"3568","15951",373,2,3,1013.17,44,381,337.723333333333,"3",0.214367816091954,71.8733583640593
"3569","15952",192,3,4,781.91,65,225,195.4775,"4",0.0771251673360107,21.8472175560176
"3570","15953",721,17,18,3440.34,102,736,191.13,"3",0.144779116465863,190.197309438203
"3571","15954",0,0,1,190.75,20,589,190.75,"2",0,8.67397584589879
"3572","15955",630,17,18,8085.98,222,654,449.221111111111,"3",0.06158357771261,458.983232280858
"3573","15956",175,1,2,617.6,18,726,308.8,"3",0.343055555555556,13.6746574824655
"3574","15957",389,1,2,921.25,121,420,460.625,"5",0.0894348659003831,77.9139901274857
"3575","15958",476,3,4,462.12,50,550,115.53,"3",0.247916666666667,19.9541817317959
"3576","15959",0,0,1,542.89,58,682,542.89,"4",0,23.6852714921744
"3577","15960",61,3,4,410.95,24,435,102.7375,"2",0.0813888888888889,32.4573327124298
"3578","15961",0,0,1,451.29,42,379,451.29,"4",0,33.6162525310498
"3579","15962",0,0,1,289.48,43,449,289.48,"2",0,7.29456516594839
"3580","15963",26,1,2,470.76,26,45,235.38,"3",0.0321502057613169,51.3053096069485
"3581","15964",0,0,1,269.21,20,663,269.21,"2",0,12.7839760537045
"3582","15965",719,10,11,2771.94,202,736,251.994545454545,"3",0.0724068479355488,97.1005737893325
"3583","15966",0,0,1,426.53,27,450,426.53,"4",0,33.7650454168429
"3584","15967",715,10,11,2966,316,738,269.636363636364,"3",0.0497564370215727,110.053633547001
"3585","15968",0,0,1,404.55,70,388,404.55,"3",0,27.9246248064234
"3586","15969",520,4,5,1127.05,31,522,225.41,"3",0.50984477124183,67.1400253549984
"3587","15970",295,1,2,1017.32,19,598,508.66,"5",0.427596618357488,66.7144993474238
"3588","15971",714,16,17,5897.88,11,731,346.934117647059,"4",0.595,294.896395629502
"3589","15972",144,3,4,1769.33,104,600,442.3325,"4",0.0347826086956522,109.319668844749
"3590","15973",63,2,3,680.62,8,429,226.873333333333,"3",0.210138888888889,36.743684641318
"3591","15974",249,6,7,3442.15,141,288,491.735714285714,"3",0.0474285714285714,193.23351300012
"3592","15975",0,0,1,371.01,24,84,371.01,"2",0,17.9330910732221
"3593","15976",386,5,6,1694.41,265,551,282.401666666667,"3",0.0341290893015031,119.692608742304
"3594","15977",22,1,2,1054.73,48,39,527.365,"4",0.0114583333333333,0.835476349290864
"3595","15978",567,2,3,3279.42,107,644,1093.14,"5",0.147645399305556,205.19313843628
"3596","15979",0,0,1,329.22,22,602,329.22,"4",0,19.2511112510065
"3597","15980",468,3,4,6543.68,101,556,1635.92,"4",0.136842105263158,401.007787083255
"3598","15981",596,20,21,9362.77,151,620,445.846190476191,"3",0.0692266744096012,391.542231393952
"3599","15982",0,0,1,324.51,45,605,324.51,"2",0,24.0470955423071
"3600","15983",711,7,8,3110.37,137,733,388.79625,"4",0.0922178988326848,189.150864758612
"3601","15984",736,24,25,8393.01999999998,458,738,335.720799999999,"5",0.0350977587029089,271.245486993997
"3602","15985",438,5,6,2715.28,50,561,452.546666666666,"5",0.141747572815534,99.3956127626388
"3603","15986",351,1,2,354.42,25,381,177.21,"5",0.4875,6.495616106995
"3604","15987",367,6,7,1535.99,143,379,219.427142857143,"3",0.0728174603174603,44.6265285594562
"3605","15988",637,2,3,738.89,114,656,246.296666666667,"5",0.17843137254902,38.1954111560739
"3606","15989",362,1,2,368.31,81,737,184.155,"4",0.141960784313725,9.49387060668931
"3607","15990",605,6,7,1997.75,117,649,285.392857142857,"4",0.114575441919192,97.7939168672186
"3608","15991",0,0,1,150.55,6,534,150.55,"2",0,10.9015432989347
"3609","15992",450,2,3,896.6,53,453,298.866666666667,"4",0.283045073375262,38.7005803696718
"3610","15993",36,4,5,2777.67,335,44,555.534,"5",0.00221658466584666,141.922395338215
"3611","15994",581,2,3,1175.68,93,635,391.893333333333,"4",0.180983904465213,56.6621877585524
"3612","15995",0,0,1,694.54,108,414,694.54,"5",0,25.7925597123169
"3613","15996",309,6,7,1386.4,140,397,198.057142857143,"3",0.059875645994832,79.7333375047236
"3614","15998",702,14,15,8274.13999999999,682,738,551.609333333333,"5",0.0164325842696629,629.20878490992
"3615","15999",0,0,1,20.4,1,735,20.4,"2",NA,NA
"3616","16000",0,0,1,12393.7,9,2,12393.7,"5",0,570.115169133755
"3617","16001",0,0,1,583.39,29,381,583.39,"4",0,29.1422310799084
"3618","16002",0,0,1,169.21,42,625,169.21,"2",0,10.9563533628172
"3619","16003",707,7,8,5613.83,146,736,701.72875,"4",0.116666666666667,358.159378071994
"3620","16004",209,3,4,2146.39,63,683,536.5975,"5",0.0782615480649188,131.834437753145
"3621","16005",438,8,9,2365.49,315,450,262.832222222222,"3",0.0302306188175753,108.02132618228
"3622","16006",176,1,2,332.82,75,387,166.41,"3",0.0761724386724387,16.6024486417192
"3623","16007",496,6,7,3053.06,337,543,436.151428571428,"4",0.0252032520325203,184.820432240579
"3624","16008",607,14,15,5339.13,63,630,355.942,"4",0.0802910052910053,323.794711686638
"3625","16009",137,3,4,972.11,68,159,243.0275,"3",0.0563957475994513,62.5700640975579
"3626","16010",166,9,10,1694.86,122,411,169.486,"2",0.019212962962963,32.4151391748678
"3627","16011",730,28,29,5601.01,181,738,193.138275862069,"3",0.0573899371069182,209.558128766076
"3628","16012",494,4,5,2978.59,207,529,595.718,"6",0.0691935107376284,143.313549882068
"3629","16013",728,48,49,56078.44,54,731,1144.45795918367,"5",0.112868217054264,4576.63660676801
"3630","16014",640,4,5,1100.28,219,677,220.056,"3",0.0778588807785888,72.6107885730123
"3631","16015",46,2,3,704.55,146,49,234.85,"2",0.00852623456790124,30.7885530666671
"3632","16016",399,9,10,2083.4,181,402,208.34,"4",0.0449324324324324,139.557750330454
"3633","16017",656,4,5,1545.58,99,703,309.116,"4",0.169498277347115,54.847453803407
"3634","16018",693,3,4,698.13,48,732,174.5325,"3",0.42,41.430292814123
"3635","16019",679,22,23,17329.16,256,725,753.441739130435,"5",0.0562983692647872,199.490694234752
"3636","16020",49,1,2,851.01,42,65,425.505,"4",0.0363271604938272,25.3996501068309
"3637","16021",149,1,2,487.03,117,544,243.515,"2",0.0397444444444444,43.4162529392324
"3638","16022",0,0,1,602.63,68,260,602.63,"4",0,39.8187479635389
"3639","16023",220,2,3,719.81,90,266,239.936666666667,"3",0.0733194444444444,46.4279192993025
"3640","16024",399,1,2,483.99,78,411,241.995,"4",0.158349867724868,37.2615474549812
